admissions,answerurl,belong,central,city_id,city_name,code_enroll,county_id,county_name,department,doublehigh,dual_class,dual_class_name,f211,f985,is_logo,is_recruitment,is_top,level,level_name,name,nature,nature_name,province_id,province_name,rank,rank_type,school_id,school_type,special,type,type_name,view_month,view_month_number,view_total,view_total_number,view_week,view_week_number,view_year,wangzi,dianhua,youxiang,zhandi,weizhi
2,https://answer.eol.cn/fillmess/index?id=1364&source=zsgk_app,江西省,2,3610,抚州市,1377500,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,江西中医药高等专科学校,36000,公办,36,江西,,,870,6001,[],5003,医药类,1.5w,14682,65.4w,654419,1464,1464,0,http://www.jxtcms.net/zsw/http://www.jxtcms.net,18970410086,jxzs11@126.com,占地面积（亩）：500,"学校地址：新校区：江西省抚州市文昌大道2766号,老校区：江西省抚州市赣东大道1111号"
2,https://answer.eol.cn/fillmess/index?id=1656&source=zsgk_app,,2,8201,澳门半岛,9999999,820103,大堂区,2,0,38003,,2,2,1,1,2,2001,普通本科,澳门理工大学,36000,公办,82,澳门,,,1272,6000,[],5001,理工类,2997,2997,60.2w,602339,633,633,0,http://www.ipm.edu.mo/zh/index.phphttp://www.ipm.edu.mo/zh/index.php,"0853-85996111,0853-85996103,0853-85996149",admission@ipm.edu.mo,占地面积（亩）：--,学校地址：澳门特别行政区大堂区高美士街
2,https://answer.eol.cn/fillmess/index?id=2716&source=zsgk_app,山东省,2,3706,烟台市,1335500,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,烟台工程职业技术学院,36000,公办,37,山东,,,2506,6001,[],5001,理工类,4.2w,41700,65.1w,651319,4.2w,41700,0,https://zs.ytetc.edu.cn/https://www.ytetc.edu.cn/,"0535-6385511,0535-6386611,0535-6937292",zhaosheng@ytetc.edu.cn,占地面积（亩）：864,学校地址：山东省烟台市经济技术开发区珠江路92号
2,https://answer.eol.cn/fillmess/index?id=2376&source=zsgk_app,山东省,2,3703,淄博市,1331800,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,山东工业职业学院,36000,公办,37,山东,,,2118,6001,[],5001,理工类,2.9w,29310,63.7w,636841,7122,7122,0,http://zs.sdivc.edu.cn/http://www.sdivc.edu.cn/,"0533-8407007,0533-8407001",sdgyzb@vip.163.com,占地面积（亩）：1000,学校地址：山东省淄博市高新区张北路69号
2,https://answer.eol.cn/fillmess/index?id=1199&source=zsgk_app,上海市教委,2,3101,上海市,1279800,310113,宝山区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,上海济光职业技术学院,36001,民办,31,上海,,,674,6001,[],5001,理工类,1.4w,13827,62.2w,621922,1.4w,13827,0,https://zs.shjgu.edu.cn/https://www.shjgu.edu.cn/,"021-66761012,18801931998,021-36020098",zb@shjgxy.net,占地面积（亩）：250,"学校地址：宝山校区：上海市宝山区水产路2859号,杨浦校区：上海市杨浦区武东路51号"
2,,陕西省,2,6104,咸阳市,1096600,0,,2,77002,38003,,2,2,1,1,2,2002,专科（高职）,杨凌职业技术学院,36000,公办,61,陕西,,,2233,6001,[],5002,农林类,3340,3340,59.6w,596137,725,725,0,http://zsw.ylvtc.cn/http://www.ylvtc.cn/,"029-87084411,029-87083005,029-87083400",bys-3923@163.com,占地面积（亩）：2127,学校地址：陕西省咸阳市杨凌高新技术产业示范区渭惠路24号
2,,河北省,2,1301,石家庄市,1240800,130105,新华区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,河北政法职业学院,36000,公办,13,河北,,,757,6001,[],5007,政法类,7446,7446,60.2w,602060,1573,1573,0,http://zhaosheng.helc.edu.cn/http://www.helc.edu.cn,"0311-87115208,0311-87115533,0311-87115522",zsb@helc.edu.cn,占地面积（亩）：1153,学校地址：河北省石家庄市新华区友谊北大街569号
2,,江苏省教育厅,2,3205,苏州市,1399100,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,江苏科技大学苏州理工学院,36001,民办,32,江苏,,,2554,6000,[],5001,理工类,4655,4655,61.9w,619390,4655,4655,0,http://zs.justsit.edu.cn/http://szlg.just.edu.cn/,"0512-56731090,0512-56731091,0512-56731092",just_zjg_xgb@126.com,占地面积（亩）：856,学校地址：江苏省张家港市长兴中路8号
2,https://answer.eol.cn/fillmess/index?id=1248&source=zsgk_app,河北省,2,1301,石家庄市,1307100,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,河北交通职业技术学院,36000,公办,13,河北,,,729,6001,[],5001,理工类,2w,20427,62.4w,624306,5142,5142,0,https://www.hebjtxy.cn/zsxxw/http://www.hejtxy.edu.cn,"0311-85835777,0311-85835666",hejyxsc@126.com,占地面积（亩）：684,"学校地址：主校区：河北省石家庄市珠江大道219号,西校区：河北省石家庄市友谊南大街258号"
2,,广西壮族自治区教育厅,2,4501,南宁市,1364300,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,广西中医药大学赛恩斯新医药学院,36001,民办,45,广西,,,2372,6000,[],5003,医药类,5041,5041,61w,610166,5041,5041,0,http://zsb.gxzyxysy.com/http://www.gxzyxysy.com/,"0771-4736166,0771-3102355",,占地面积（亩）：306,学校地址：广西壮族自治区南宁市青秀区五合大道13号
2,https://answer.eol.cn/fillmess/index?id=2174&source=zsgk_app,福建省教育厅,2,3505,泉州市,1299200,350583,南安市,2,0,38003,,2,2,1,1,2,2001,普通本科,闽南科技学院,36001,民办,35,福建,,,1892,6000,[],5001,理工类,4698,4698,60.3w,603121,4698,4698,0,http://zsw.mku.edu.cn/http://www.mku.edu.cn/,"0595-86698989,0595-26990996",zjb@mnkjxy.com.cn,占地面积（亩）：700,"学校地址：康美校区：福建省泉州市南安市康美镇康元路8号,美林校区：福建省泉州市南安市柳美南路8号"
2,,河南省教育厅,2,4101,郑州市,1378300,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,郑州电子信息职业技术学院,36001,民办,41,河南,,,1150,6001,[],5000,综合类,153,153,58.6w,585866,153,153,0,http://www.zyfb.com/zsjy/01.htmlhttp://www.zyfb.com,"0371-62179660,0371-62179526,0371-62179569",zdyzb@126.com,占地面积（亩）：1000,学校地址：河南省郑州市中牟大学路１号
2,,浙江省教育厅,2,3306,绍兴市,1328800,330602,越城区,2,0,38003,,2,2,1,1,2,2001,普通本科,绍兴文理学院元培学院,36001,民办,33,浙江,,,2392,6000,[],5000,综合类,1.1w,10617,64.1w,641382,1.1w,10617,0,http://zsxx.ypc.edu.cnhttp://www.ypc.edu.cn/,0575-88345858,ypjwc@zscas.edu.cn,占地面积（亩）：1100,学校地址：浙江省绍兴市群贤中路2799号
2,,辽宁省,2,2101,沈阳市,1150000,0,,2,77002,38003,,2,2,1,1,2,2002,专科（高职）,辽宁省交通高等专科学校,36000,公办,21,辽宁,,,1676,6001,[],5001,理工类,3925,3925,59.9w,599376,732,732,0,http://www.lncc.edu.cn/xsc/http://www.lncc.edu.cn/,024-89708729,2832352932@qq.com,占地面积（亩）：900,学校地址：辽宁省沈阳市沈北新区建设南一路5号
2,https://answer.eol.cn/fillmess/index?id=1818&source=zsgk_app,重庆市,2,5001,重庆市,1184800,500107,九龙坡区,2,77005,38003,,2,2,1,1,2,2002,专科（高职）,重庆电力高等专科学校,36000,公办,50,重庆,,,1479,6001,[],5001,理工类,1.4w,13899,64.4w,643842,1623,1623,0,http://zsxx.cqepc.com.cn/http://www.cqepc.com.cn,"023-61373333,023-68501478,023-61373100",cqdzzsc@126.com,占地面积（亩）：274,学校地址：重庆市九龙坡区五龙庙电力四村9号
2,,江西省教育厅,2,3601,南昌市,1293800,360112,新建区,2,0,38003,,2,2,1,1,2,2001,普通本科,江西应用科技学院,36001,民办,36,江西,,,928,6000,[],5000,综合类,7231,7231,60.9w,608573,7231,7231,0,http://www.jxcsedu.com/zhaosheng/http://www.jxcsedu.com/,"0791-83653888,0791-83653777",13945870@qq.com,占地面积（亩）：173,学校地址：江西省南昌市新建区宏福大道2888号
2,https://answer.eol.cn/fillmess/index?id=1565&source=zsgk_app,湖北省,2,4201,武汉市,1095600,420103,江汉区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,长江职业学院,36000,公办,42,湖北,,,1106,6001,[],5000,综合类,1.4w,14178,61.4w,613607,2982,2982,0,http://zsjy.cjxy.edu.cnhttp://www.cjxy.edu.cn/,"027-87170101,027-87170202",hbjdcj@public.wh.hb.cn,占地面积（亩）：746,学校地址：湖北省武汉市洪山区雄楚大街918号
2,https://answer.eol.cn/fillmess/index?id=2512&source=zsgk_app,贵州省,2,5226,黔东南苗族侗族自治州,1233600,522601,凯里市,2,0,38003,,2,2,1,1,2,2002,专科（高职）,贵州电子信息职业技术学院,36000,公办,52,贵州,,,2269,6001,[],5001,理工类,1236,1236,58.9w,589271,504,504,0,https://zsjyb.gzeic.edu.cn/list.jsp?itemId=253&cItemId=927&page=1http://www.gzeic.com,"0855-8230888,0855-8225034,0855-8270136",dzxy@vip.163.com,占地面积（亩）：2015,学校地址：贵州省黔东南自治州凯里市华联路1号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,福建省,2,3505,泉州市,1263400,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,泉州医学高等专科学校,36000,公办,35,福建,,,1863,6001,[],5003,医药类,1.3w,12993,61.1w,610872,279,279,0,http://xsgzc.qzmc.edu.cn/http://www.qzmc.edu.cn,0595-22136682,2398948397@qq.com,占地面积（亩）：1138,学校地址：福建省泉州市洛江区安吉路2号
2,https://answer.eol.cn/fillmess/index?id=3067&source=zsgk_app,四川省,2,5108,广元市,1439300,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,川北幼儿师范高等专科学校,36000,公办,51,四川,,,2920,6001,[],5004,师范类,3303,3303,59.6w,596166,57,57,0,http://zsw.cbyz.edu.cn/http://www.cbyz.edu.cn/,"0839-3305296,0839-3300826",cbyzzjc@126.com,占地面积（亩）：503,学校地址：四川省广元市利州区学府路218号（广元市利州区雪峰教育规划园区）
2,https://answer.eol.cn/fillmess/index?id=1192&source=zsgk_app,上海市,2,3101,上海市,1173300,310110,杨浦区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,上海出版印刷高等专科学校,36000,公办,31,上海,,,664,6001,[],5000,综合类,5002,5002,58w,580492,1150,1150,0,https://www.sppc.edu.cn/zs/http://www.sppc.edu.cn,021-65674045,,占地面积（亩）：303,"学校地址：校本部：上海市杨浦区水丰路100号,营口路校区：上海市杨浦区营口路101号"
2,https://answer.eol.cn/fillmess/index?id=1773&source=zsgk_app,云南省,2,5323,楚雄彝族自治州,1401300,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,楚雄医药高等专科学校,36000,公办,53,云南,,,1399,6001,[],5003,医药类,4587,4587,60.5w,605346,153,153,0,http://www.cxmtc.net/list/cnPc/22/33/auto/12/0.htmlhttp://www.cxmtc.net/,0878-3875439,cxyz439@126.com,占地面积（亩）：464,学校地址：云南省楚雄市高新区东盛西路
2,,广西壮族自治区教育厅,2,4501,南宁市,1383000,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,广西外国语学院,36001,民办,45,广西,,,2834,6000,[],5005,语言类,8499,8499,60.7w,606924,8499,8499,0,http://zs.gxufl.com/http://www.gxufl.com,"0771-4797113,0771-4797126,0771-4797229",GXUFLZJ@163.com,占地面积（亩）：2500,学校地址：广西壮族自治区南宁市青秀区五合大道19号
2,,四川省,2,5113,南充市,1263900,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,南充职业技术学院,36000,公办,51,四川,,,794,6001,[],5000,综合类,7842,7842,60w,599816,615,615,0,http://zs.nczy.com/zsxt-web/index.dohttp://www.nczy.edu.cn/,"0817-2702232,0817-2706598",sxlin2002@163.com,占地面积（亩）：1403,学校地址：四川省南充市高坪区小龙宏发路94号
2,https://answer.eol.cn/fillmess/index?id=2360&source=zsgk_app,山东省,2,3708,济宁市,1233500,370811,任城区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,济宁职业技术学院,36000,公办,37,山东,,,2102,6001,[],5000,综合类,5.8w,58086,67.1w,670902,5.8w,58086,0,http://zs.jnzyjsxy.cn/http://www.jnzyjsxy.cn,"0537-2225775,0537-2285775",jnzyjsxyzs@126.com,占地面积（亩）：955,学校地址：山东省济宁市任城区金宇路77号
2,https://answer.eol.cn/fillmess/index?id=1319&source=zsgk_app,四川省,2,5108,广元市,1381500,510802,利州区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,四川信息职业技术学院,36000,公办,51,四川,,,804,6001,[],5001,理工类,7899,7899,60w,599662,519,519,0,http://zjc.scitc.com.cn/http://www.scitc.com.cn/,0839-3351918,793536776@qq.com,占地面积（亩）：520,"学校地址：雪峰校区：四川省广元市利州区学府路265号,东坝校区：四川省广元市利州区奔月路307号"
2,https://answer.eol.cn/fillmess/index?id=2566&source=zsgk_app,山西省教育厅,2,1407,晋中市,1353800,140702,榆次区,2,0,38003,,2,2,1,1,2,2001,普通本科,山西晋中理工学院,36001,民办,14,山西,,,2328,6000,[],5001,理工类,7194,7194,59.2w,592323,7194,7194,0,http://zsw.sxjzit.edu.cn/http://www.sxjzit.edu.cn/,"0351-3624910,0351-3624912",zbxszb@163.com,占地面积（亩）：1000,学校地址：山西省晋中市榆次区创业街839号
2,,山东省,2,3701,济南市,1182700,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,山东电力高等专科学校,36000,公办,37,山东,,,2094,6001,[],5001,理工类,1.3w,13465,60.2w,601867,2333,2333,0,http://www.sepc.edu.cn,0531-82999222,sddzzsb@126.com,占地面积（亩）：1605,学校地址：山东省济南市二环南路500号
2,,陕西省,2,6101,西安市,1182600,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,西安电力高等专科学校,36000,公办,61,陕西,,,2231,6001,[],5001,理工类,3369,3369,57.6w,575733,534,534,0,http://www.xaepi.edu.cn/Information/Section/40http://www.xaepi.edu.cn/,"029-81009149,029-81009139",xaepizjb@126.com,占地面积（亩）：404,学校地址：陕西省西安市长乐西路180号
2,https://answer.eol.cn/fillmess/index?id=2668&source=zsgk_app,河南省教育厅,2,4105,安阳市,1350400,410502,文峰区,2,0,38003,,2,2,1,1,2,2001,普通本科,安阳学院,36001,民办,41,河南,,,2448,6000,[],5000,综合类,4683,4683,59.4w,593809,4683,4683,0,http://www.ayxy.edu.cn/zsxxw/http://www.ayrwedu.cn/,0372-2178888,ayxyzsb@163.com,占地面积（亩）：2000,学校地址：河南省安阳市中华路南段599号
2,https://answer.eol.cn/fillmess/index?id=1318&source=zsgk_app,四川省,2,5106,德阳市,1381300,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,四川司法警官职业学院,36000,公办,51,四川,,,803,6001,[],5007,政法类,1.2w,11571,62.2w,621791,1.2w,11571,0,http://zsw.sjpopc.edu.cn/http://www.sjpopc.edu.cn/,"0838-2501823,0838-2503811",scjyzhaoban@163.com,占地面积（亩）：375,学校地址：四川省德阳市凯江路二段32号
2,,辽宁省,2,2107,锦州市,1418800,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,辽宁铁道职业技术学院,36000,公办,21,辽宁,,,2333,6001,[],5001,理工类,2733,2733,57.6w,575803,646,646,0,http://www.lntdxy.com/zsxxw/http://www.lntdxy.com/,"0416-3920766,0416-3920767,0416-3920768",,占地面积（亩）：406,学校地址：辽宁省锦州市凌河区松坡里129号
2,,陕西省,2,6101,西安市,1283000,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,陕西交通职业技术学院,36000,公办,61,陕西,,,1383,6001,[],5001,理工类,4142,4142,57.1w,570858,651,651,0,http://www.scct.cn/zsw/http://www.scct.cn/,"029-86405535,029-86405005",a86405198@163.com,占地面积（亩）：1921,"学校地址：文景校区：陕西省西安市文景路19号,自强校区：陕西省西安市自强西路289号"
2,,江苏省,2,3206,南通市,1270300,320671,南通经济技术开发区,2,77005,38003,,2,2,1,1,2,2002,专科（高职）,江苏航运职业技术学院,36000,公办,32,江苏,,,1418,6001,[],5001,理工类,7849,7849,57.8w,577787,7849,7849,0,http://www.ntsc.edu.cn/zhaosheng/http://www.ntsc.edu.cn,"0513-85960968,0513-85960868",zhaosheng@ntsc.edu.cn,占地面积（亩）：1000,学校地址：江苏省南通市经济技术开发区通盛大道185号
2,,河南省,2,4101,郑州市,1378800,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,河南经贸职业学院,36000,公办,41,河南,,,1936,6001,[],5006,财经类,1.4w,14445,59w,590367,57,57,0,http://zs.hnjmxy.cn/http://www.hnjmxy.cn,"0371-86601950,0371-86601951,0371-86601952",,占地面积（亩）：843,学校地址：河南省郑州市龙子湖高校园区龙子湖北路58号
2,https://answer.eol.cn/fillmess/index?id=2358&source=zsgk_app,山东省,2,3701,济南市,1232900,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,山东劳动职业技术学院,36000,公办,37,山东,,,2100,6001,[],5001,理工类,2w,20205,58.8w,588322,5373,5373,0,http://www.sljzsc.cn/http://www.sdlvtc.cn/,"0531-89637777,0531-89638888,0531-87196666,0531-87196580",zsjyc@sdlvtc.cn,占地面积（亩）：1050,"学校地址：主校区：山东省济南市长清大学科技园区海棠路800号,槐荫校区：山东省济南市经十路23266号"
2,,河南省教育厅,2,4114,商丘市,1400300,411402,梁园区,2,0,38003,,2,2,1,1,2,2001,普通本科,商丘学院,36001,民办,41,河南,,,2842,6000,[],5000,综合类,4699,4699,59.1w,591322,4699,4699,0,https://www.sqxy.edu.cn/squ_zsb/https://www.sqxy.edu.cn/,"0370-3167666,0370-3699999",zsc@sqxy.edu.cn,占地面积（亩）：2829,学校地址：河南省商丘市北海东路66号
2,https://answer.eol.cn/fillmess/index?id=1236&source=zsgk_app,黑龙江省,2,2301,哈尔滨市,1291100,230110,香坊区,2,77003,38003,,2,2,1,1,2,2002,专科（高职）,哈尔滨职业技术学院,36000,公办,23,黑龙江,,,713,6001,[],5000,综合类,1.6w,15783,58.9w,589169,2520,2520,0,http://a.hzjxy.org.cn:809/http://www.hzjxy.org.cn/,"0451-86662346,0451-86681627,0451-86636745",3110839548@qq.com,占地面积（亩）：1665,学校地址：黑龙江省哈尔滨市香坊区哈平路217号
2,,广西壮族自治区,2,4502,柳州市,1239200,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,柳州铁道职业技术学院,36000,公办,45,广西,,,1745,6001,[],5001,理工类,7373,7373,58.3w,582722,7373,7373,0,http://www.ltzy.edu.cn/webui/zsjy/http://www.ltzy.edu.cn/,0772-3698198,ltyxzsjyb@163.com,占地面积（亩）：1000,学校地址：广西壮族自治区柳州市鱼峰区官塘大道文苑路2号
2,https://answer.eol.cn/fillmess/index?id=1895&source=zsgk_app,江苏省,2,3202,无锡市,1270200,0,,2,77006,38003,,2,2,1,1,2,2002,专科（高职）,无锡商业职业技术学院,36000,公办,32,江苏,,,1589,6001,[],5006,财经类,1.9w,19299,60.4w,603948,4128,4128,0,http://zs.wxic.edu.cnhttp://www.wxic.edu.cn/,0510-83270099,zhaoban@jscpu.com,占地面积（亩）：1600,学校地址：江苏省无锡市钱胡路809号
2,,陕西省,2,6101,西安市,1072900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,西安美术学院,36000,公办,61,陕西,,,382,6000,[],5009,艺术类,2995,2995,56.6w,566330,528,528,0,http://www.zhshch.xafa.edu.cn/http://www.xafa.edu.cn,"029-88222342,029-88247882",,占地面积（亩）：200,学校地址：陕西省西安市含光南路100号
2,https://answer.eol.cn/fillmess/index?id=1762&source=zsgk_app,海南省,2,4690,省直辖县级行政区划,1357500,469002,琼海市,2,0,38003,,2,2,1,1,2,2002,专科（高职）,海南软件职业技术学院,36000,公办,46,海南,,,1390,6001,[],5001,理工类,6456,6456,57.1w,570700,1086,1086,0,http://www.hncst.edu.cn/,"0898-31690060,0898-31690900",zs@hncst.edu.cn,占地面积（亩）：326,学校地址：海南省琼海市富海路128号
2,,浙江省教育厅,2,3301,杭州市,1327900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,杭州电子科技大学信息工程学院,36001,民办,33,浙江,,,2384,6000,[],5001,理工类,4909,4909,58.6w,586242,4909,4909,0,http://www.hziee.edu.cn/index.php?c=Index&a=index&web=bkszshttp://www.hziee.edu.cn,0571-58619116,infozsb@hdu.edu.cn,占地面积（亩）：500,学校地址：浙江省杭州市临安区青山湖街道杭电路1号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,山东省,2,3701,济南市,1385600,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,山东电子职业技术学院,36000,公办,37,山东,,,2122,6001,[],5001,理工类,4.5w,44631,62.6w,625539,4.5w,44631,0,http://www.sdcet.cn/zsxxw/http://www.sdcet.cn,"0531-83118771,0531-83118111",dzxyzs@163.com,占地面积（亩）：935,学校地址：山东省济南市章丘大学城文化路888号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,福建省教育厅,2,3501,福州市,1299300,350102,鼓楼区,2,0,38003,,2,2,1,1,2,2001,普通本科,福州工商学院,36001,民办,35,福建,,,1891,6000,[],5006,财经类,1000,1000,57.7w,576871,1000,1000,0,http://zhaosheng.fzgsxy.edu.cn/http://www.fzgsxy.edu.cn/,"0591-83909902,0591-83909908",fjdfxy2016@qq.com,占地面积（亩）：1137,学校地址：福建省福州市永泰葛岭学院路1号
2,,宁夏回族自治区教育厅,2,6402,石嘴山市,1254400,640202,大武口区,2,0,38003,,2,2,1,1,2,2001,普通本科,宁夏理工学院,36001,民办,64,宁夏,,,2288,6000,[],5001,理工类,9063,9063,59.4w,594346,9063,9063,0,http://www.nxist.com/NXLGZSW/views/index.form?moduleId=ba3e408f-dfdf-11e7-8ae7-00ac1110762fhttp://www.nxist.com/views/font/homepage.form,0952-2210016,1254416@163.com,占地面积（亩）：1500,学校地址：宁夏回族自治区石嘴山市大武口区山水大道学院路1号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,江苏省,2,3205,苏州市,1268600,0,,2,77006,38003,,2,2,1,1,2,2002,专科（高职）,苏州工业职业技术学院,36000,公办,32,江苏,,,1359,6001,[],5001,理工类,6268,6268,56.2w,562141,821,821,0,http://zs.siit.edu.cn/http://www.siit.edu.cn/,"0512-66551750,0512-66550867",zhaosheng@siit.cn,占地面积（亩）：500,学校地址：江苏省苏州市吴中大道国际教育园致能大道1号
2,,湖南省教育厅,2,4301,长沙市,1265200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,湖南师范大学树达学院,36001,民办,43,湖南,,,2466,6000,[],5004,师范类,3803,3803,57.7w,576716,3803,3803,0,https://sdw.hunnu.edu.cn/zsjy/zsgz.htmhttp://sdw.hunnu.edu.cn/,0731-88653850,,占地面积（亩）：210,学校地址：湖南省长沙市岳麓区麓山南路桃花坪1号
2,https://answer.eol.cn/fillmess/index?id=1581&source=zsgk_app,陕西省,2,6107,汉中市,1356800,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,陕西航空职业技术学院,36000,公办,61,陕西,,,1128,6001,[],5001,理工类,3578,3578,55.2w,551722,797,797,0,https://sxhkxy.borain.cc/index.php?c=category&id=4534http://www.sxhkxy.com/,"0916-2385535,0916-2385536,0916-2385537",shzyzsb@163.com,占地面积（亩）：806,学校地址：陕西省汉中市南郑区大河坎镇（汉中南经济开发区）
2,https://answer.eol.cn/fillmess/index?id=2731&source=zsgk_app,云南省教育厅,2,5307,丽江市,1332800,530702,古城区,2,0,38003,,2,2,1,1,2,2001,普通本科,丽江文化旅游学院,36001,民办,53,云南,,,2524,6000,[],5000,综合类,5676,5676,56.8w,568340,5676,5676,0,http://www.lywhxy.com/zsxxwhttp://www.lywhxy.com/,"0888-5135636,0888-5135638",lywhxy_zsb@163.com,占地面积（亩）：1527,学校地址：云南省丽江市古城区玉泉路1号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,广东省教育厅,2,4408,湛江市,1412600,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,广东文理职业学院,36001,民办,44,广东,,,2064,6001,[],5000,综合类,5493,5493,56w,560008,402,402,0,http://www.gdwlxy.cn/Html/Article/list_533.htmlhttp://www.gdwlxy.edu.cn/,"0759-6655555,18022618888,13729055555",gdwlzsb@163.com,占地面积（亩）：1590,学校地址：广东省廉江市九洲江大道78号
2,https://answer.eol.cn/fillmess/index?id=2153&source=zsgk_app,福建省,2,3504,三明市,1262700,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,福建水利电力职业技术学院,36000,公办,35,福建,,,1870,6001,[],5001,理工类,9996,9996,56.7w,566941,1995,1995,0,https://www.fjsdxy.com/zs/https://www.fjsdxy.com/,"0598-8823857,0598-8823856",95228854@eol.cn,占地面积（亩）：1080,学校地址：福建省永安市巴溪大道2199号
2,,陕西省,2,6104,咸阳市,1082800,0,,2,77001,38003,,2,2,1,1,2,2002,专科（高职）,陕西工业职业技术学院,36000,公办,61,陕西,,,2232,6001,[],5000,综合类,4689,4689,55.2w,552045,791,791,0,http://zsw.sxpi.edu.cn/http://www.sxpi.edu.cn/,"029-33152020,029-33152021",sxpizsb@163.com,占地面积（亩）：1160,学校地址：陕西省咸阳市文汇西路12号
2,https://answer.eol.cn/fillmess/index?id=1861&source=zsgk_app,吉林省,2,2201,长春市,1143600,0,,2,77003,38003,,2,2,1,1,2,2002,专科（高职）,长春汽车工业高等专科学校,36000,公办,22,吉林,,,1546,6001,[],5001,理工类,1.6w,15867,57w,569792,1.6w,15867,0,http://zs.caii.edu.cnhttps://www.caii.edu.cn/,"0431-85751826,0431-85751854",,占地面积（亩）：1050,学校地址：吉林省长春市新红旗大街1777号
2,https://answer.eol.cn/question/index?id=3445&source=zsgk_app,安徽省教育厅,2,3401,合肥市,1361500,340181,巢湖市,2,0,38003,,2,2,1,1,2,2001,普通本科,合肥城市学院,36001,民办,34,安徽,,,2412,6000,[],5001,理工类,4902,4902,56.6w,566255,4902,4902,0,https://www.cuhf.edu.cn/zsb/https://www.cuhf.edu.cn/,"0551-88560222,0551-88561222,0551-88788856",,占地面积（亩）：1000,学校地址：安徽省合肥市黄麓科教园书香路1号
2,https://answer.eol.cn/fillmess/index?id=1300&source=zsgk_app,四川省,2,5101,成都市,1206500,510115,温江区,2,0,38003,,2,2,1,1,2,2002,专科（高职）,四川电力职业技术学院,36000,公办,51,四川,,,779,6001,[],5001,理工类,8442,8442,57.4w,574387,744,744,0,http://zs.scdy.edu.cn/http://www.scdy.edu.cn,"028-87348543,028-82614666",scdyzsc@126.com,占地面积（亩）：823,"学校地址：温江校区：四川省成都市温江区春江南路666号,草堂校区：四川省成都市青羊区青华路8号,罗家碾校区：四川省成都市青羊区清江东路39号"
2,https://answer.eol.cn/fillmess/index?id=2209&source=zsgk_app,河南省,2,4115,信阳市,1378400,0,,2,0,38003,,2,2,1,1,2,2002,专科（高职）,信阳职业技术学院,36000,公办,41,河南,,,1933,6001,[],5000,综合类,2.7w,27474,58.7w,586896,159,159,0,http://xyzb.xyvtc.edu.cnhttp://www.xyvtc.edu.cn/,"0376-6281818,0376-6280808,0376-6281779",xyvtczb@163.com,占地面积（亩）：2025,学校地址：河南省信阳市羊山新区24大街48号
2,,湖南省教育厅,2,4303,湘潭市,1265100,430302,雨湖区,2,0,38003,,2,2,1,1,2,2001,普通本科,湘潭理工学院,36001,民办,43,湖南,,,2467,6000,[],5001,理工类,4390,4390,56.2w,561928,4390,4390,0,http://xtit.edu.cn/?recuit.htmlhttp://xtit.edu.cn/,0731-55557888,bj@hutb.edu.cn,占地面积（亩）：1200,学校地址：湖南省湘潭市雨湖区船行山路3号
